solvent,SMILES,Property_0,Value_0,Property_1,Value_1,Property_2,Value_2,Property_3,Value_3,Property_4,Value_4,Property_5,Value_5,Property_6,Value_6,Property_7,Value_7,Property_8,Value_8,Property_9,Value_9,Property_10,Value_10,Property_11,Value_11
monohydric_alcohol,CCOC(=O)c1ccccc1O,fn,,beta,,N_mol_cm3,-0.6004695578571553,SdP,0.5031797899463772,alpha,,delta,,pi_star,,SB,-0.6008313109478216,ET30,,n,,SP,1.0697213253672249,SA,-0.036497963215579965
amine,CNc1ccccc1,n,2.1938582454640865,fn,1.8541761624646174,SP,,pi_star,0.872500045342708,SA,,beta,0.11592663662234862,ET30,0.09999700034933101,SB,,alpha,-0.16675742947403788,delta,,N_mol_cm3,-0.10461718185840155,SdP,
amide,NC=O,ET30,1.9490661468706856,SP,1.0118250385965324,pi_star,1.440795094033361,N_mol_cm3,3.11639108026465,alpha,1.0689850466283621,SB,-0.01188028056906121,SdP,1.4598160165630512,SA,1.94982635859911,delta,3.8192671929714592,beta,0.14985638392645073,fn,0.2169247058294106,n,0.1840114880882603
alkane,C1CCCC1,SA,-0.5803176151277224,SdP,-1.5013410418257924,SP,-0.8292768807114879,alpha,,delta,,SB,-1.1732387730575158,N_mol_cm3,0.1615986429606015,fn,,pi_star,,beta,,n,,ET30,
ketone,CCCCC(=O)CCCC,delta,,SA,,ET30,-0.5951417765383964,N_mol_cm3,-0.8118164722172796,SP,,SdP,,fn,-0.17749069322291092,alpha,,pi_star,,n,-0.27380497845453733,SB,,beta,
polyhydric_alcohol,OCCCCO,SA,1.373746218861671,SB,0.5969230317325788,beta,,pi_star,,ET30,1.6293023095023313,SP,0.42128291353546976,N_mol_cm3,0.3180766468618475,delta,,SdP,1.041839572933612,n,0.16452993632048019,fn,0.20035712131637248,alpha,
monohydric_alcohol,OC(C(F)(F)F)C(F)(F)F,SA,4.079018555068684,SB,-1.3353657420943654,fn,-2.3144418762997425,pi_star,0.22843232349330167,SdP,2.7785022612531125,n,-2.6115911905879736,SP,-2.635641027957094,N_mol_cm3,-0.05178045326837046,ET30,2.824941005749223,delta,-0.29346023860745346,alpha,3.9295000376061404,beta,-1.478771486670449
aromatic,Cc1ccccc1,fn,0.8403468779087204,ET30,-1.0956416958975603,SB,-0.9581723855596538,SP,0.6412888032641014,n,0.9275573805584786,SdP,-0.6653881545669141,delta,-0.5196602473442941,pi_star,-0.1883173788798437,alpha,-0.5557874682470157,SA,-0.5803176151277224,N_mol_cm3,-0.06397354448145443,beta,-1.105544266325326
ester,CC1COC(=O)O1,fn,-0.14916546808771705,ET30,0.5865941441707402,N_mol_cm3,0.42578228591075695,SdP,1.2714322673216136,beta,-0.12158159450636577,SA,-0.0918016566303741,n,-0.2413357255082396,alpha,-0.5557874682470157,SB,-0.2534163772974291,pi_star,0.9103863819220849,SP,0.22443553851511513,delta,1.331067096866217
aromatic,Cc1cccc(C)c1,pi_star,-0.4535217349354819,fn,0.8964628899690097,n,0.9957428117457034,SB,-0.8456761213300028,SdP,-0.8979243450368134,alpha,-0.5557874682470157,SA,-0.5803176151277224,N_mol_cm3,-0.33628591490699966,ET30,-1.1790583491240878,beta,-1.071614519021224,delta,-0.5607875216600829,SP,0.5139169723685778
monohydric_alcohol,OC(C(F)(F)F)C(F)(F)F,SP,-2.635641027957094,pi_star,0.22843232349330167,delta,-0.29346023860745346,beta,-1.478771486670449,SdP,2.7785022612531125,SA,4.079018555068684,alpha,3.9295000376061404,SB,-1.3353657420943654,fn,-2.3144418762997425,ET30,2.824941005749223,n,-2.6115911905879736,N_mol_cm3,-0.05178045326837046
aromatic,Cc1ccccc1,pi_star,-0.1883173788798437,beta,-1.105544266325326,ET30,-1.0956416958975603,n,0.9275573805584786,SB,-0.9581723855596538,SA,-0.5803176151277224,SP,0.6412888032641014,alpha,-0.5557874682470157,fn,0.8403468779087204,N_mol_cm3,-0.06397354448145443,SdP,-0.6653881545669141,delta,-0.5196602473442941
alkane,C1CCCCCC1,SP,-0.27347252771284075,SB,-1.2162520505570882,ET30,,pi_star,,beta,,delta,,fn,,SdP,-1.5013410418257924,n,,SA,-0.5803176151277224,alpha,,N_mol_cm3,-0.3058031868742892
polyhydric_alcohol,CCC(O)CO,SdP,0.9034952570844313,SA,1.5673091458134507,alpha,,beta,,delta,,ET30,1.5041773296625405,N_mol_cm3,0.2957226463045265,n,0.03140599924065988,SB,0.8285329874995072,SP,-0.03030812327593205,pi_star,,fn,0.08625456346045071
amine,CN1CCCCC1,SP,-0.2155762409421482,beta,,SB,1.3843968813401348,delta,,N_mol_cm3,-0.30173882313659467,ET30,,SA,-0.5803176151277224,alpha,,SdP,-1.1598954963256871,n,,fn,,pi_star,
carboxylic_acid,CCCCC(=O)O,ET30,1.8795522691819129,n,-0.4442685564225995,pi_star,-0.1883173788798437,beta,0.048067142014144595,N_mol_cm3,-0.11274590933379097,alpha,2.167422803163829,delta,0.8169761679188529,SB,0.18333382500592119,SP,-0.45874064537905557,fn,-0.3263317347352015,SA,1.7332202260578327,SdP,-0.6889361232220936
alkane,CCCCCCCCCCCCCCC,beta,,ET30,,delta,,SdP,-1.5013410418257924,SP,-0.30821029977525627,fn,,SA,-0.5803176151277224,pi_star,,n,,SB,-1.1566952047884493,alpha,,N_mol_cm3,-1.2467033921506128
ester,CCCOC=O,SA,-0.5803176151277224,fn,,pi_star,,N_mol_cm3,0.11689064184595985,beta,,SB,0.43479606269572924,delta,,SP,-0.6903257924618258,ET30,,alpha,,n,,SdP,0.3618919780152991
ether,COc1ccccc1OC,n,1.5769424394844296,N_mol_cm3,-0.39318700723472527,SB,-0.25672509095124235,pi_star,,ET30,-0.47001679669860563,delta,,SdP,0.2824175838040676,alpha,,SP,1.4402575606996573,beta,,SA,-0.5803176151277224,fn,1.3678373912754422
monohydric_alcohol,OC1CCCCCCC1,fn,,SA,0.05106621802451085,n,,alpha,,SB,1.6590201146066357,beta,,delta,,N_mol_cm3,-0.4439915539559091,ET30,,SP,0.583392516493409,pi_star,,SdP,0.07931635415314313
amine,CN1CCCCC1,alpha,,N_mol_cm3,-0.30173882313659467,SdP,-1.1598954963256871,n,,fn,,delta,,beta,,SB,1.3843968813401348,ET30,,pi_star,,SA,-0.5803176151277224,SP,-0.2155762409421482
ester,COC=O,ET30,0.01658034712280353,n,-1.4914019639407003,alpha,-0.5557874682470157,SA,,N_mol_cm3,1.2996204895151182,beta,-0.2233708364186721,fn,-1.2648052316672806,delta,,SB,,SP,,pi_star,0.114773313755171,SdP,
amide,NC=O,delta,3.8192671929714592,SdP,1.4598160165630512,beta,0.14985638392645073,fn,0.2169247058294106,alpha,1.0689850466283621,N_mol_cm3,3.11639108026465,ET30,1.9490661468706856,pi_star,1.440795094033361,SA,1.94982635859911,SP,1.0118250385965324,n,0.1840114880882603,SB,-0.01188028056906121
amine,CCCCNCCCC,beta,,pi_star,,n,,SB,1.8972474976811904,fn,,SdP,-0.8861503607092236,SA,-0.5803176151277224,ET30,,N_mol_cm3,-0.7874302897911115,delta,,SP,-0.4008443586083643,alpha,
ester,CCOC(=O)C(Cl)(Cl)Cl,fn,0.2970904373441084,SP,,SB,,pi_star,0.07688697717579411,SdP,,alpha,-0.5557874682470157,n,0.27817232163252403,N_mol_cm3,-0.5171501012344137,ET30,-0.4283084700853414,beta,-0.630527804067897,delta,,SA,
alkane,CCCCCCC,SdP,-1.5013410418257924,n,-0.7933130255953009,delta,-1.136569362081131,SB,-1.1070644999812504,SP,-1.060862027794258,N_mol_cm3,-0.6025017397260025,fn,-0.6344353628566958,SA,-0.5803176151277224,beta,-1.478771486670449,pi_star,-2.5372702468012087,ET30,-1.4849194109546873,alpha,-0.5557874682470157
ester,COC=O,ET30,0.01658034712280353,n,-1.4914019639407003,delta,,SdP,,fn,-1.2648052316672806,alpha,-0.5557874682470157,SP,,pi_star,0.114773313755171,N_mol_cm3,1.2996204895151182,beta,-0.2233708364186721,SA,,SB,
halohydrocarbon,CCCCCl,alpha,-0.5557874682470157,n,-0.5497936284980698,pi_star,-0.7566124275704966,SB,-0.9250852490215211,beta,-1.478771486670449,fn,-0.4190567641872036,SdP,0.05576838549796343,ET30,-0.6785584297649239,SP,-0.3892651012542258,SA,-0.5803176151277224,N_mol_cm3,-0.029426452711049454,delta,-0.7252966189232397
ester,CCOC(=O)CCl,SP,,n,-0.2413357255082396,beta,-0.2912303310268763,SB,,SA,,delta,,SdP,,pi_star,0.4178640063901857,fn,-0.14916546808771705,alpha,-0.5557874682470157,ET30,-0.33098904132106016,N_mol_cm3,-0.07616663569453874
halohydrocarbon,FC(F)(Cl)C(F)(Cl)Cl,alpha,,pi_star,,SA,-0.5803176151277224,SdP,-1.0539296373773785,SP,-1.5124530646056598,N_mol_cm3,-0.26922391323503697,delta,,n,,ET30,,fn,,SB,-1.2559566144028473,beta,
ether,CC(C)OC(C)C,n,-1.1374871068260584,ET30,-1.0678361448220508,N_mol_cm3,-0.5496650111359714,fn,-0.9428062100832386,SA,-0.5803176151277224,alpha,-0.5557874682470157,beta,0.18378613123055285,SP,-1.1766546013356431,SdP,-0.5476483112910157,delta,-1.280514822186393,SB,0.7921371373075614,pi_star,-1.211248466523019
monohydric_alcohol,CCCCCCCCCO,pi_star,,SB,1.6160068371070633,n,-0.04652020783045322,SdP,-0.23858122269178253,N_mol_cm3,-0.813848654086127,SA,0.6640154867051461,ET30,0.8368441038503217,fn,0.019449787198201313,SP,-0.11136292475490162,beta,,delta,,alpha,
amine,C1COCCN1,alpha,0.10785200965982876,pi_star,-0.7566124275704966,n,0.2944069481056711,fn,0.3107186117016075,N_mol_cm3,0.3505915567634052,SP,,ET30,-0.10854463271698721,SA,,beta,0.8963108246166964,SB,,delta,,SdP,
aromatic,Cc1cc(C)c(C)c(C)c1,beta,,delta,,SdP,-0.9038113372006081,alpha,,n,,fn,,ET30,,SP,0.6644473179723784,N_mol_cm3,-0.6329844677587128,SB,-0.7662669936384846,pi_star,,SA,-0.5803176151277224
halohydrocarbon,Fc1ccccc1,alpha,-0.5557874682470157,SP,0.39812439882719275,pi_star,0.114773313755171,SdP,0.002785456023809128,delta,-0.4579693358706102,n,0.4729878393103104,SA,-0.5803176151277224,SB,-1.0078030903668527,N_mol_cm3,0.1961457347310065,fn,0.4616974060542907,ET30,-0.6646556542271691,beta,-1.2412632555417344
aromatic,c1ccc2c(c1)CCCC2,SA,-0.5803176151277224,ET30,,SB,-0.7861192755613642,n,1.7068194512696204,N_mol_cm3,-0.4907317369393982,delta,-0.23176932713376963,pi_star,,SP,1.2897272150958565,beta,,SdP,-0.9656247549204549,alpha,,fn,1.471518404034453
carboxylic_acid,O=CO,SP,,ET30,,alpha,2.258959282875118,beta,-0.18944108911456997,n,-1.046573198576424,SdP,,SB,,SA,,N_mol_cm3,3.4029287237721264,fn,-0.8610371639382453,delta,,pi_star,0.22843232349330167
carboxylic_acid,CCCCC(=O)O,SA,1.7332202260578327,beta,0.048067142014144595,alpha,2.167422803163829,ET30,1.8795522691819129,SdP,-0.6889361232220936,n,-0.4442685564225995,fn,-0.3263317347352015,SP,-0.45874064537905557,N_mol_cm3,-0.11274590933379097,SB,0.18333382500592119,pi_star,-0.1883173788798437,delta,0.8169761679188529
carboxylic_acid,O=CO,N_mol_cm3,3.4029287237721264,pi_star,0.22843232349330167,SA,,SB,,SP,,SdP,,beta,-0.18944108911456997,alpha,2.258959282875118,n,-1.046573198576424,delta,,ET30,,fn,-0.8610371639382453
carboxylic_acid,CCCC(=O)O,alpha,1.9614657238134292,pi_star,-0.11254470572108993,ET30,1.754427289342122,SdP,-0.5211568465539385,N_mol_cm3,0.23272500837025872,SA,2.051216463192899,n,-0.6147321343906652,SP,-0.5976917336287176,fn,-0.4762416526676891,beta,0.048067142014144595,SB,0.15355540212160199,delta,0.8992307165504315
ether,CC(C)OC(C)C,SB,0.7921371373075614,N_mol_cm3,-0.5496650111359714,SP,-1.1766546013356431,SA,-0.5803176151277224,ET30,-1.0678361448220508,beta,0.18378613123055285,pi_star,-1.211248466523019,delta,-1.280514822186393,SdP,-0.5476483112910157,fn,-0.9428062100832386,alpha,-0.5557874682470157,n,-1.1374871068260584
alkane,CCCCCC,SB,-1.1963997686342085,ET30,-1.498822186492442,alpha,-0.5557874682470157,N_mol_cm3,-0.42570191713628297,SdP,-1.5013410418257924,beta,-1.478771486670449,pi_star,-2.3857249004837016,n,-0.9881285432730873,SP,-1.2808679175228896,delta,-1.1982602735548145,SA,-0.5803176151277224,fn,-0.8083950002435928
amine,CN1CCN(C)CC1,beta,,SB,1.3711620267248819,SP,0.039167420848899,n,,ET30,,N_mol_cm3,-0.47040991825092465,pi_star,,fn,,SdP,-0.8802633685454286,delta,,SA,-0.5803176151277224,alpha,
ether,CCCCCCOCCCCCC,beta,,alpha,,delta,,pi_star,,SP,-0.5282161895038866,fn,,n,,N_mol_cm3,-1.1207081162820771,ET30,,SB,0.6630973048088441,SA,-0.5803176151277224,SdP,-0.889093856791121
ester,CCOC(C)=O,beta,0.048067142014144595,alpha,-0.5557874682470157,SdP,0.27358709555837524,fn,-0.8522189334716284,SB,0.41163506711903636,delta,-0.478532973028505,pi_star,-0.1504310423004668,SP,-0.8176976233573493,N_mol_cm3,0.09250445941979157,n,-1.036832422692532,SA,-0.5803176151277224,ET30,-0.5117251233118689
ether,c1ccc(COCc2ccccc2)cc1,pi_star,0.7967273721839546,beta,-0.08765184720226385,SB,-0.289812227489375,SP,1.7413182519072585,ET30,-0.7619750829914513,fn,1.7403408237137432,delta,,n,2.0477466072057484,SA,-0.5803176151277224,SdP,-0.003101536139985795,N_mol_cm3,-0.9154577475284945,alpha,-0.5557874682470157
nitrile,N#Cc1ccccc1,N_mol_cm3,0.0071528209282027844,SB,-0.4519391965262248,n,1.495769307118687,alpha,-0.5557874682470157,beta,-0.2233708364186721,SdP,1.0065176199508425,ET30,-0.039030755028214466,pi_star,1.175590737977723,fn,1.3026359296434868,SP,1.4402575606996573,delta,0.4057034247609615,SA,-0.3637114825864453
nitrile,CCCCC#N,delta,,SP,-0.3545273291918103,SA,-0.5803176151277224,SdP,1.00946111603274,N_mol_cm3,-0.025362088973354915,fn,,ET30,,beta,,SB,-0.03173256249194079,n,,pi_star,,alpha,
aromatic,Cc1cc(C)c(C)c(C)c1,N_mol_cm3,-0.6329844677587128,SB,-0.7662669936384846,pi_star,,alpha,,SA,-0.5803176151277224,fn,,n,,ET30,,beta,,SdP,-0.9038113372006081,delta,,SP,0.6644473179723784
ether,c1ccc(COCc2ccccc2)cc1,pi_star,0.7967273721839546,beta,-0.08765184720226385,alpha,-0.5557874682470157,SdP,-0.003101536139985795,SA,-0.5803176151277224,delta,,SB,-0.289812227489375,SP,1.7413182519072585,ET30,-0.7619750829914513,fn,1.7403408237137432,N_mol_cm3,-0.9154577475284945,n,2.0477466072057484
halohydrocarbon,ClC(Cl)(Cl)Cl,pi_star,-1.173362129943642,SB,-1.2361043324799676,N_mol_cm3,0.12298718745250166,SdP,-1.5013410418257924,SP,0.47917920030616235,ET30,-1.3041833289638785,alpha,-0.5557874682470157,delta,-0.6430420702916609,fn,0.3932893151617487,beta,-1.1394740136294281,n,0.3918147069445643,SA,-0.5803176151277224
amide,CC(=O)N(C)C,SA,-0.45127566382653606,beta,1.099889308441309,SB,0.7689761417308685,N_mol_cm3,0.21037100781293772,n,0.034652924535289294,alpha,-0.5557874682470157,ET30,0.155608102500349,delta,0.3851397876030674,SdP,1.4038895910069995,fn,0.08919397361598966,pi_star,1.0998180648189693,SP,0.42128291353546976
ester,COC(C)=O,fn,-1.013352053816174,N_mol_cm3,0.5680350167300717,SB,0.3620043623118374,alpha,-0.5557874682470157,ET30,-0.4005029190098329,SA,-0.5803176151277224,beta,-0.053722099898161735,SdP,0.37366596234288896,pi_star,0.03900064059641722,delta,-0.27289660144955935,n,-1.2154133138971714,SP,-0.9450694542528729
halohydrocarbon,CC(Cl)(Cl)Cl,SA,-0.5803176151277224,beta,-1.478771486670449,alpha,-0.5557874682470157,fn,0.06140318669089284,SP,0.12022222232786856,SB,-1.100447072673624,ET30,-0.7758778585292051,n,0.0021836715889915668,SdP,-0.029593000877062948,pi_star,-0.3777490617767282,N_mol_cm3,0.0579573676493866,delta,-0.7047329817653448
alkane,CCC(C)C.CCCC,SB,-1.2063259095956484,pi_star,-2.5372702468012087,SdP,-1.5013410418257924,SP,-1.6861419249177374,fn,-1.116498628365087,ET30,-1.5127249620301968,SA,-0.5803176151277224,N_mol_cm3,-0.23670900333347927,alpha,-0.5557874682470157,n,-1.3290556992092115,delta,-1.4038966451337602,beta,-1.4448417393663469
nitrile,CCCC#N,SB,-0.11114169018345894,N_mol_cm3,0.3404306474191682,ET30,0.09999700034933101,alpha,-0.5557874682470157,fn,-0.6924219086523283,beta,-0.12158159450636577,n,-0.8582515314878963,delta,-0.04669659271271882,SA,-0.5803176151277224,SdP,1.041839572933612,pi_star,0.45575034296956257,SP,-0.43558213067077983
ether,CCCCOCCCC,ET30,-1.220766675737351,delta,-1.0131875391337632,n,-0.5952505826228852,pi_star,-1.211248466523019,beta,0.0819968893182467,N_mol_cm3,-0.7813337441845694,fn,-0.4588724108395047,alpha,-0.5557874682470157,SB,0.7259628642312961,SP,-0.6324295056911332,SA,-0.5803176151277224,SdP,-0.9862292274937371
amide,CCN(C=O)CC,fn,,SdP,1.2626017790759212,ET30,,n,,beta,1.2016785503536154,pi_star,,SB,0.649862450193591,SP,0.21285628116097663,delta,,SA,-0.5803176151277224,N_mol_cm3,-0.1533895467107381,alpha,-0.5557874682470157
carboxylic_acid,CCCCC(=O)O,SdP,-0.6889361232220936,SB,0.18333382500592119,SA,1.7332202260578327,beta,0.048067142014144595,fn,-0.3263317347352015,N_mol_cm3,-0.11274590933379097,delta,0.8169761679188529,alpha,2.167422803163829,SP,-0.45874064537905557,n,-0.4442685564225995,pi_star,-0.1883173788798437,ET30,1.8795522691819129
aromatic,CC(C)(C)c1ccccc1,fn,0.8269859226562706,SdP,-0.9656247549204549,SP,0.3518073694106387,alpha,,n,0.9113227540853279,N_mol_cm3,-0.6654993776602705,SA,-0.5803176151277224,delta,,beta,,ET30,,SB,-0.8158976984456835,pi_star,
alkane,[2H]C1CCC[C@@H]2CCCC[C@H]12,n,0.7165072364075415,delta,-0.6019147959758719,alpha,-0.5557874682470157,SB,-1.1963997686342085,fn,0.6655855832066764,SdP,-1.5013410418257924,N_mol_cm3,-0.6594028320537283,SA,-0.5803176151277224,SP,0.3054903399940847,pi_star,-1.8174298517930487,beta,-1.2073335082376324,ET30,-1.471016635416933
halohydrocarbon,FC(F)(Cl)C(F)(Cl)Cl,SA,-0.5803176151277224,N_mol_cm3,-0.26922391323503697,SB,-1.2559566144028473,delta,,pi_star,,alpha,,ET30,,beta,,n,,fn,,SP,-1.5124530646056598,SdP,-1.0539296373773785
misc_N_compound,O=[N+]([O-])c1ccccc1,SA,-0.3222337125253497,N_mol_cm3,-0.0009759065471866409,fn,1.574397759478316,SB,-0.5875964563325686,beta,-0.46087906754738667,pi_star,1.5923404403508685,ET30,-0.08073908164147771,SdP,1.0683310376706892,SP,1.9034278548651975,alpha,-0.5557874682470157,n,1.8366964630548113,delta,0.3851397876030674
monohydric_alcohol,CCOC(=O)c1ccccc1O,SA,-0.036497963215579965,ET30,,SdP,0.5031797899463772,fn,,SP,1.0697213253672249,alpha,,n,,beta,,SB,-0.6008313109478216,pi_star,,N_mol_cm3,-0.6004695578571553,delta,
carboxylic_acid,CCCCCCC(=O)O,beta,0.048067142014144595,delta,0.36457615044517255,fn,-0.2055486992530555,SdP,-0.8007889743341972,n,-0.30627423140083504,N_mol_cm3,-0.5456006473982767,pi_star,-0.3398627251973513,SB,-0.29642965479700156,SA,1.4705276823375608,alpha,2.190306923091651,ET30,1.8378439425686495,SP,-0.26189327035870225
alkane,CCCCCCCCCCCCC,SB,-1.2162520505570882,fn,,ET30,,n,,pi_star,,alpha,,SA,-0.5803176151277224,N_mol_cm3,-1.145094298708245,beta,,SP,-0.4240028733166413,delta,,SdP,-1.5013410418257924
aromatic,Cc1ccccc1,SdP,-0.6653881545669141,alpha,-0.5557874682470157,SA,-0.5803176151277224,n,0.9275573805584786,N_mol_cm3,-0.06397354448145443,SB,-0.9581723855596538,ET30,-1.0956416958975603,SP,0.6412888032641014,delta,-0.5196602473442941,fn,0.8403468779087204,pi_star,-0.1883173788798437,beta,-1.105544266325326
ester,C=CC(=O)OC,pi_star,,fn,-0.4703628323566112,beta,,SB,,ET30,-0.41440569454758763,delta,,N_mol_cm3,0.25914337266527426,alpha,,SP,,SdP,,SA,,n,-0.6082382838014028
nitrile,N#Cc1ccccc1,delta,0.4057034247609615,SA,-0.3637114825864453,beta,-0.2233708364186721,pi_star,1.175590737977723,SdP,1.0065176199508425,n,1.495769307118687,SP,1.4402575606996573,N_mol_cm3,0.0071528209282027844,ET30,-0.039030755028214466,fn,1.3026359296434868,alpha,-0.5557874682470157,SB,-0.4519391965262248
aromatic,CCCc1ccccc1,alpha,,n,0.8950881276121808,ET30,,SP,0.46759994295202384,SdP,-0.8861503607092236,beta,,SA,-0.5803176151277224,SB,-0.9052329670986415,pi_star,,delta,,fn,0.8136249674038206,N_mol_cm3,-0.5273110105786506
aromatic,Cc1cccc2ccccc12,fn,2.400104794079719,SA,-0.5803176151277224,SP,2.1002752298855523,beta,,n,2.9081818102826364,SB,-0.8655284032528824,SdP,-0.00015804005808833367,ET30,-0.9010028383689969,alpha,,delta,-0.08782386702850781,N_mol_cm3,-0.5212144649721084,pi_star,
aromatic,Cc1cc(C)c(C)c(C)c1,fn,,ET30,,SA,-0.5803176151277224,N_mol_cm3,-0.6329844677587128,alpha,,n,,SP,0.6644473179723784,pi_star,,SdP,-0.9038113372006081,beta,,SB,-0.7662669936384846,delta,
ketone,CC(=O)C(C)C,ET30,-0.12244740825474196,alpha,,beta,,pi_star,,n,-1.5888097227795934,SB,,SdP,,SA,,delta,,SP,,N_mol_cm3,-0.07210227195684385,fn,-1.3543236318586944
ketone,CC(=O)CC(C)C,SP,,ET30,-0.33098904132106016,beta,,n,-0.6634360138101101,N_mol_cm3,-0.3586399154643203,alpha,,SdP,,delta,,SA,,pi_star,,fn,-6.284943670580775,SB,
misc_N_compound,CN(C)C(=N)N(C)C,ET30,-0.3448918168588149,N_mol_cm3,-0.3586399154643203,beta,1.4391867814823298,delta,-0.3962784243969263,alpha,-0.5557874682470157,pi_star,0.645182025866447,n,0.5379263452029058,SB,1.9270259205655098,SdP,0.7062810195973017,SP,0.6181302885558244,SA,-0.5803176151277224,fn,0.5162101034842873
alkane,CCCCCCCC,N_mol_cm3,-0.7366257430699277,pi_star,-2.1962932175868173,SA,-0.5803176151277224,ET30,-1.4849194109546873,alpha,-0.5557874682470157,SP,-0.8871731674821804,delta,-1.0748784506074471,SB,-1.1202993545965034,SdP,-1.5013410418257924,fn,-0.4762416526676891,n,-0.6147321343906652,beta,-1.478771486670449
amine,C1CCNCC1,SP,0.3170695973482232,ET30,-0.8731972872934873,alpha,-0.5557874682470157,N_mol_cm3,0.07015045886247057,delta,-0.31402387576534835,pi_star,-1.0975894567848885,beta,2.0499222329561677,SdP,-0.4269649719332199,n,0.27817232163252403,fn,0.2970904373441084,SB,1.7053421057600215,SA,-0.5803176151277224
ester,C=COC(C)=O,delta,,SB,,SP,,n,-0.6536952379262218,pi_star,,fn,-0.5107129172190101,beta,,N_mol_cm3,0.21240318968178534,ET30,-0.5256278988496237,SdP,,alpha,,SA,
misc_N_compound,Cn1ccnc1,SdP,1.3214717007138705,fn,,SA,-0.26232137799265604,ET30,,N_mol_cm3,0.5802281079431557,beta,,pi_star,,delta,,SB,0.7954458509613747,SP,1.2434101856793025,n,,alpha,
nitrile,N#CC(Cl)(Cl)Cl,ET30,-0.2475723880945327,fn,0.1308801540036334,delta,,alpha,,SdP,,SA,,SB,,N_mol_cm3,0.04373209456745502,pi_star,,beta,,n,0.08335680395473768,SP,
alkane,C1CCCCCC1,pi_star,,ET30,,SP,-0.27347252771284075,n,,delta,,SA,-0.5803176151277224,fn,,N_mol_cm3,-0.3058031868742892,SdP,-1.5013410418257924,alpha,,SB,-1.2162520505570882,beta,
